Gene1,Gene2,Label
Trrap,Slc7a6,WT_specific
Paqr3,Ifnar1,AD_specific
Smad2,4931428F04Rik,WT_specific
LOC118567664,Cdadc1,WT_specific
Runx3,Phactr1,WT_specific
Pan3,Cflar,Shared
Vamp4,Slc38a11,AD_specific
Cd80,Bach2,WT_specific
Ppp1r9a,Kcnk12,WT_specific
Tfeb,Crip3,AD_specific
LOC118568705,LOC118568080,Shared
Zkscan2,Rnf169,Shared
LOC118568304,Ankrd7,AD_specific
N4bp2,H2-DMa,AD_specific
Spock2,Mad1l1,AD_specific
Tfap2d,Cfap99,WT_specific
Slx1b,Kalrn,AD_specific
Tespa1,Casc1,AD_specific
Zbtb25,Spc24,AD_specific
Tmem45b,Slc6a18,AD_specific
Wdr92,Rsrc1,AD_specific
Med16,Hid1,AD_specific
Zfp972,Csprs,Shared
Rad54l2,Fgf5,WT_specific
Acnat2,4930430F08Rik,AD_specific
Pdia4,Frrs1,AD_specific
Trmt13,Arhgef37,Shared
Gm3667,Gm3383,AD_specific
Rdh1,Pag1,Shared
Gramd1b,Ctla2a,Shared
Trat1,Pkd1l3,Shared
Slc25a46,Nbea,Shared
Hint3,2510002D24Rik,AD_specific
Timeless,Eef1a2,AD_specific
Trp53i11,Rassf2,WT_specific
Scyl2,Cxcl9,WT_specific
Zfp488,Mill2,WT_specific
Mtif2,Mettl2,WT_specific
Fnip2,Aig1,Shared
Rdh13,Hcrtr1,Shared
Stox2,Hdx,AD_specific
Pi15,Aig1,WT_specific
Zfp687,Slx1b,AD_specific
Rasal2,LOC118567479,AD_specific
Syt11,Nepro,AD_specific
Gm5458,Gm3264,AD_specific
Lamc3,Gabra2,Shared
Tex9,Ankrd65,WT_specific
Relb,Haus8,AD_specific
Zbtb25,Cradd,WT_specific
Nmrk1,Dcun1d4,WT_specific
St3gal1,Ptk7,AD_specific
Tnfrsf11a,Cxcr2,WT_specific
Mettl2,Atad2,WT_specific
Sil1,Nfkb2,AD_specific
Xkr8,Dqx1,WT_specific
Kcnmb2,Ap4s1,WT_specific
Rab30,Ptchd4,WT_specific
Wnk3,Pag1,WT_specific
Stxbp4,Hs3st2,Shared
St3gal4,Poglut3,AD_specific
Zbtb25,LOC630077,AD_specific
Nav2,Itga2,WT_specific
Rab8b,Gm52229,WT_specific
Mterf1b,Aqp7,AD_specific
Setd3,Itgb1bp2,WT_specific
Syne1,Gtdc1,WT_specific
Maml2,Lrrc8c,WT_specific
Ttc28,Myo9a,AD_specific
Spast,Paox,AD_specific
Vps13c,Dph5,AD_specific
Ppp1r9a,Otud7a,WT_specific
Zfp85,Atf7ip,AD_specific
Fxn,4930453N24Rik,AD_specific
Zfp932,Pik3r1,WT_specific
Tcf7l1,Igsf10,WT_specific
Pyroxd1,Plxdc2,AD_specific
Uevld,Myl4,AD_specific
Tnfsf15,Tafa3,WT_specific
Srek1,Parp4,WT_specific
Zfand4,Bicral,Shared
Vti1a,Psors1c2,WT_specific
Trmt10a,Paox,AD_specific
N4bp1,Atxn3,AD_specific
Polm,Coq8b,WT_specific
Tmem39b,Dph5,AD_specific
Rprd2,Ccdc9,WT_specific
Uqcc1,Cnnm2,WT_specific
Gm17330,Chchd3,WT_specific
Trmt13,Cd33,WT_specific
Trpm7,Mc1r,WT_specific
Zbtb25,Stap2,AD_specific
Tcf7l1,Gm32234,AD_specific
Stim1,Nwd2,WT_specific
Gm38523,Aqp7,WT_specific
Uprt,Cenpc1,AD_specific
Pde10a,Bmerb1,WT_specific
Thra,Dcaf1,Shared
Zbtb45,Loxl2,AD_specific
Prelid3a,Kank2,WT_specific
Zfyve9,L3mbtl1,WT_specific
Uhrf1bp1l,Gm31255,WT_specific
Gm29776,Atxn7l1,Shared
Golm2,Alox15,AD_specific
Rabgap1l,Erbb4,AD_specific
Trim9,Susd1,WT_specific
Rab3c,Gm38702,WT_specific
Stxbp2,Pth2r,WT_specific
Rab2a,Gm38523,WT_specific
Rexo5,Abhd6,WT_specific
Lrp1b,Chn2,WT_specific
Neto1,Gm21119,Shared
Mindy2,Gpc4,AD_specific
Rab33a,Avl9,WT_specific
Morn1,Dcaf1,Shared
Tcf7l1,Gm33989,WT_specific
Il1rn,Bnc2,WT_specific
Nmrk2,Gabpb2,WT_specific
Zfp965,Gm14393,WT_specific
Nhsl1,Ccdc60,WT_specific
Ctla2a,Adal,WT_specific
Zfp462,Mga,WT_specific
Zfp607a,Zbed4,WT_specific
Pafah2,Fanci,WT_specific
Sgcz,Nlrp4a,WT_specific
Pip4k2b,Csf2ra,WT_specific
Lzic,Bcl11b,WT_specific
Gm4724,4833420G17Rik,Shared
Tmem19,Itgb1bp2,Shared
Glt8d1,Abcb8,AD_specific
Zmat4,Mrto4-ps2,AD_specific
Phb,Gm52229,WT_specific
Podn,Pakap,WT_specific
Myo7a,Lrp1b,AD_specific
Gm3558,Gm3512,AD_specific
Zbtb20,Kcnk12,WT_specific
Tfap2d,Phactr1,WT_specific
Gm31255,Cd93,AD_specific
Gmeb1,Cnot1,WT_specific
Tenm2,Mrpl4,WT_specific
Tmem19,Eif2d,AD_specific
Tlcd5,Dnal1,WT_specific
LOC118568705,Gm33887,AD_specific
Otud7a,Hemk1,WT_specific
Triobp,Cenpq,WT_specific
Zbtb21,Ryr1,AD_specific
Zfp488,Paqr3,WT_specific
Vwa5b1,Nr2f2,WT_specific
Parvb,Dap3,AD_specific
Nipal2,Gm51691,WT_specific
Tdrd7,Nphs1,WT_specific
Zfp109,Sorbs2,AD_specific
Trat1,Olfr806,WT_specific
Slc8b1,Gphn,AD_specific
Uprt,LOC118568593,WT_specific
Zfp462,Lcp2,WT_specific
St8sia1,Nipsnap1,WT_specific
Kcnip4,Cd274,AD_specific
Zfp458,Frem2,AD_specific
Gm51691,Ces2b,WT_specific
Ralyl,Phf24,WT_specific
Bglap3,2210016F16Rik,Shared
Synrg,St3gal2,WT_specific
Gm52229,Astn1,AD_specific
Lcmt2,Dcaf17,AD_specific
Rnd1,Cdk12,WT_specific
Trappc9,Poglut3,AD_specific
Rtbdn,Nfkb2,WT_specific
Rffl,Gpr63,WT_specific
Ubn2,Ncam1,WT_specific
Naip5,Ccdc167,WT_specific
Tafa3,Lpl,AD_specific
Phka2,Gm17768,Shared
Tprgl,Armc9,WT_specific
Zfp113,Itgb1bp2,AD_specific
Zfp300,Pcnx4,WT_specific
Stoml3,Rtbdn,WT_specific
Akap13,9530057J20Rik,Shared
Tuba1b,Arrdc5,AD_specific
Tcp11l1,Phf24,AD_specific
Pgpep1l,Brd4,WT_specific
Nfkb2,Dram2,WT_specific
Ppfia2,Gm5784,AD_specific
Tmem69,Golm2,AD_specific
Lmbr1,Cldn34c1,Shared
Stox2,Slc28a3,AD_specific
Chmp3,Ccdc82,WT_specific
Pot1b,Gm3636,Shared
Pigl,LOC118567871,AD_specific
Ifi203,Abhd12b,AD_specific
Tmppe,Ccdc43,WT_specific
Dedd,D17H6S53E,WT_specific
LOC108167553,Commd8,WT_specific
Zbtb1,Syn3,WT_specific
Lrfn2,Kcnj15,WT_specific
Ms4a12,Il5ra,WT_specific
Klrg2,Ccdc170,WT_specific
Vps33b,Ermard,AD_specific
Cmah,Cd59b,Shared
Usp4,Ddr1,WT_specific
Ptprd,Klhl32,WT_specific
Negr1,Arhgap28,AD_specific
Pogz,Lmbrd1,AD_specific
Clec16a,Ccdc43,AD_specific
Tigar,Klf17,AD_specific
Fgf10,Celf6,WT_specific
Dip2b,Dgkh,AD_specific
Zfp65,Cyp4x1,AD_specific
Wnt4,Ino80,WT_specific
Rgs6,Atg4c,AD_specific
Trmt10a,Mga,AD_specific
Mob4,Gnl3l,WT_specific
Gm2115,Dyrk1b,Shared
Zfp873,Tmem19,Shared
Sys1,Polr3gl,WT_specific
Gm5528,Gm13653,WT_specific
Hltf,Dbt,AD_specific
Slc38a11,Ehbp1,Shared
Tstd3,Exosc7,AD_specific
Tbck,Atad2,WT_specific
Stxbp4,Cyp4a31,AD_specific
Zfp575,LOC118568343,WT_specific
Prkdc,Ccdc167,AD_specific
LOC118568634,Cacna2d1,WT_specific
Zfp445,Tmsb4x,AD_specific
Stau2,Dlgap4,Shared
Echdc1,Atpaf2,AD_specific
Myoz3,Atf7ip,Shared
Tcaim,Cmah,WT_specific
Gm5820,Exoc6b,AD_specific
Sez6l,Cnnm2,WT_specific
Gxylt2,Chic1,AD_specific
Hamp,Azin1,AD_specific
Dcc,Amer1,AD_specific
Rabgap1l,Letm2,AD_specific
Mpv17l,Dcun1d5,Shared
Slc32a1,Idnk,WT_specific
Stx11,Mterf1b,WT_specific
Tbl3,Ncapd3,WT_specific
Lrp1b,Agpat4,WT_specific
Mrtfb,Klhl41,WT_specific
Fbxl17,Cdc123,Shared
Ulk3,Crebl2,AD_specific
Tprgl,Luc7l2,AD_specific
Tfap2d,Cdh7,AD_specific
Ncan,Ifnar2,WT_specific
Myoz3,Dsg1b,WT_specific
Lmbr1,Hcrtr1,WT_specific
Cck,Adat1,WT_specific
Mtss2,Adarb1,WT_specific
Pou1f1,Gxylt2,WT_specific
Ndnf,Ccdc18,AD_specific
Nktr,Ankrd7,AD_specific
Slc17a5,Akap13,AD_specific
Tmem243,Ank3,WT_specific
Scfd2,Gucy1a2,WT_specific
Mrpl27,Drg1,AD_specific
Tmem135,Nebl,WT_specific
Tox4,Lrrc14b,AD_specific
Rngtt,Bnip5,WT_specific
Rell1,Ccdc43,AD_specific
F830016B08Rik,Cflar,WT_specific
Xpo7,Tafa2,AD_specific
Tmem220,Khdrbs2,AD_specific
H2-DMb2,Cyp3a13,AD_specific
Zfp760,Pik3c2b,WT_specific
Sobp,Il31ra,WT_specific
Prrg4,Gmpr2,Shared
Spink10,Dcdc2c,AD_specific
Parvb,Gm40365,AD_specific
Slc6a2,Gm52217,AD_specific
Ppp1r9a,Paqr3,WT_specific
Kcnq3,Grik2,AD_specific
Tc2n,Ppargc1a,WT_specific
Ngf,Dyrk1b,WT_specific
Kcnd2,Clec2e,AD_specific
St3gal1,LOC115489417,WT_specific
Mest,Fmn2,Shared
Slc7a14,Intu,WT_specific
Gm20172,Gabrg1,WT_specific
Reep3,Gm41607,Shared
Rbak,Denn2b,AD_specific
Shank2,Rtkn2,WT_specific
Rimbp2,Camk1d,WT_specific
Pigv,Asxl2,AD_specific
Zkscan2,Nwd2,Shared
Nwd2,Gjc3,WT_specific
Tmem82,Slc38a11,AD_specific
Nfib,Cyp4a31,AD_specific
Vps13c,Fgf13,WT_specific
Tmem63c,Mdga2,WT_specific
Shank1,Itgb1bp2,WT_specific
LOC115489417,Klhdc7a,WT_specific
Tmem245,Bcas2,AD_specific
Ino80,Cacna1e,WT_specific
Galc,Atpsckmt,Shared
Morn1,Adamts17,AD_specific
Klhl41,Cep63,AD_specific
Tbc1d24,Cep290,WT_specific
Slc41a2,Rusc2,WT_specific
Zfp811,Gm33532,Shared
Slfn5,Gabrg1,WT_specific
Plekha3,Abca6,AD_specific
Tenm2,Scarf2,WT_specific
Usp4,Gm33532,AD_specific
Zfp369,Set,AD_specific
Zbtb8os,Efcc1,AD_specific
Tmem8b,Barhl1,WT_specific
Szrd1,Glrx2,AD_specific
Zfp420,Ubap1,WT_specific
Zfp316,Neto1,WT_specific
Hmgcll1,Gm14295,WT_specific
Zbtb8os,Slfn9,AD_specific
Rbbp4,Gm21119,WT_specific
Nol3,Ddr1,WT_specific
Zfp729a,Erbb4,Shared
Zfp462,Nup50,WT_specific
Pgm2l1,Gm16867,WT_specific
Tnfrsf14,Kcnd2,Shared
Stx4a,Ksr1,AD_specific
Sfxn4,Gramd4,WT_specific
Obi1,Cdkl1,WT_specific
Nipsnap1,Gpr149,WT_specific
Mill2,Ak4,AD_specific
Rhobtb1,Mup12,WT_specific
Suds3,Lrrc69,WT_specific
Nebl,Dnmt3a,WT_specific
Htr1b,Cd3d,AD_specific
Zfp976,Gm32234,AD_specific
Serpina1a,Kcnq5,AD_specific
Zfp457,Igsf10,AD_specific
Nrcam,Hsd3b3,WT_specific
Sgo2a,Rab2a,AD_specific
Foxn2,Dhx37,AD_specific
Tc2n,Celf2,WT_specific
Rab7,Kirrel3,WT_specific
Smchd1,Ralgapa2,AD_specific
Ppm1h,Maml2,AD_specific
Kctd12b,Cyrib,WT_specific
Zfp563,Nuak1,WT_specific
Tuba1b,2210408I21Rik,AD_specific
Gm15104,Frmd4a,WT_specific
Pafah2,Dlc1,AD_specific
Zfp995,Gm6351,Shared
Ikzf4,Ghrhr,AD_specific
Zbed4,Washc4,WT_specific
Chn1,Ankrd55,AD_specific
Tmem88b,Paox,AD_specific
Tpgs2,Megf11,AD_specific
Inpp4b,AW554918,WT_specific
Cdc123,Adra1a,AD_specific
Zfp57,Kif5b,Shared
Gmfb,Adgrl3,Shared
Rnf169,Glrx2,AD_specific
Rbm28,Cntnap2,WT_specific
Zbtb7a,Angel2,WT_specific
Vipr2,Psg16,WT_specific
Zfp583,Vars,AD_specific
Nktr,Lrrc2,AD_specific
Ttc28,Mvb12b,AD_specific
Trpm7,Synrg,AD_specific
Dlg1,Atad2,AD_specific
Mcm9,Adam28,WT_specific
Thsd1,Mrpl27,AD_specific
Trerf1,Sh2d1a,WT_specific
Nip7,Crispld1,AD_specific
Slc9b2,Ifnar1,Shared
Prkn,Pan3,WT_specific
Slc9a7,Arhgap39,AD_specific
Pum3,Gm11686,WT_specific
Zfp462,Fgf13,WT_specific
Nfu1,Dip2b,WT_specific
Nwd2,Kalrn,Shared
Fuom,Egflam,AD_specific
Gm38702,Cybrd1,WT_specific
Fxn,Chst3,WT_specific
Naip5,Gimd1,AD_specific
Slc38a11,Gpn1,AD_specific
Thsd1,Rapgef2,AD_specific
Pik3c2b,3300002I08Rik,WT_specific
Srcap,Arhgef2,WT_specific
Fam83b,Cpne3,WT_specific
St8sia4,Dppa2,WT_specific
Tcf4,Frmd4a,WT_specific
Kcng3,Dcdc5,WT_specific
Gucy1a2,Acbd6,WT_specific
Parp6,1810010H24Rik,WT_specific
Tuba8,Srpk1,AD_specific
Man2a2,Alox15,WT_specific
Ntrk3,Htr1d,Shared
Srgap3,Cxxc5,WT_specific
Rnf169,Kash5,WT_specific
Ttc23l,Grk1,Shared
Zfp972,Gm38699,AD_specific
Pms2,Cnot4,WT_specific
Wdcp,Ogdh,AD_specific
Tdrd1,Nav2,WT_specific
Tenm3,Fbxl21,WT_specific
Tyms,Myo5a,Shared
Wrn,Gm14137,WT_specific
Gm5820,Dyrk1b,AD_specific
Zc3h12a,Chn2,AD_specific
Trim5,Pde4d,WT_specific
LOC118567871,Ipp,Shared
Trps1,Flcn,AD_specific
Zfyve9,Mxra7,WT_specific
Lrrc7,Cbl,WT_specific
Sox6,Igf1,WT_specific
Rint1,Drg1,AD_specific
Stard3nl,Kcng3,WT_specific
Stk10,Pou3f2,WT_specific
Stx1b,Samd4,AD_specific
Ssbp2,Crip3,AD_specific
Podn,Lrrc4c,WT_specific
Itga4,Hdac4,Shared
Zfp13,Eif2s3y,AD_specific
Trpm2,Grin3a,AD_specific
Slx4ip,Hmgcll1,WT_specific
Unc13b,Nwd2,WT_specific
Zfp458,Gm46650,WT_specific
Tyms,Nav3,Shared
Nr2e1,0610030E20Rik,AD_specific
Pou1f1,Cnnm2,Shared
Tedc1,Spin1,WT_specific
Zeb2,Wdr4,WT_specific
Tapbp,Sass6,WT_specific
N4bp2,Itgb1bp2,Shared
Osbpl10,Dcaf1,Shared
Paxip1,D130037M23Rik,AD_specific
Susd1,Col22a1,WT_specific
Runx1t1,Marchf8,WT_specific
Zfp248,Cldn34c2,WT_specific
Prdm2,Fam71e1,Shared
Negr1,Cpsf2,WT_specific
Gtpbp3,Atp1a2,AD_specific
Tbc1d9b,Ank3,WT_specific
Utp11,Dbt,WT_specific
Zfp433,Spopl,WT_specific
Zfp937,Apex2,WT_specific
Trat1,Cxcr2,Shared
Mtmr12,Hpca,WT_specific
Gfod2,Bicral,WT_specific
Inpp1,Csnk2a1,WT_specific
Zfp532,Kcnip4,AD_specific
Slc43a2,Slc1a2,WT_specific
Trip4,Arhgap39,WT_specific
Rad1,Gm9222,AD_specific
Tex47,Rab2a,WT_specific
Socs4,Pcsk5,WT_specific
Pygo1,Fnip2,AD_specific
Tmsb4x,Sez6l2,AD_specific
Rfx4,Ears2,WT_specific
Kcnmb3,Chka,AD_specific
Kalrn,2210408I21Rik,Shared
Zbtb25,Cpsf2,WT_specific
Pde6a,Nek4,WT_specific
Kirrel3,Bnip1,WT_specific
Gm4841,Cer1,AD_specific
Tdp1,Frmd3,AD_specific
Uty,Dynlt1a,AD_specific
Hivep2,Grip1,WT_specific
Wnt4,Ppp1r9a,AD_specific
Fbxl18,9330159F19Rik,WT_specific
Gm3739,Celf2,Shared
Snx32,Slfn5,AD_specific
D17H6S53E,Cdkl2,AD_specific
Spin1,Adra1a,WT_specific
Robo1,Rdh1,AD_specific
Tmem63c,Itsn1,AD_specific
Tmem220,Gmfb,AD_specific
Gm52817,4931428F04Rik,WT_specific
Wdr12,Golm2,AD_specific
Gjc3,Ctla2a,WT_specific
Celf2,Cdh7,WT_specific
Kalrn,Atf7ip,AD_specific
Gm3371,1700049E17Rik1,Shared
Szrd1,Klhl32,WT_specific
Tmem106c,Pira1,AD_specific
Otud7a,Gm5459,AD_specific
Klrg2,Gpatch8,WT_specific
Wfikkn2,Luc7l2,WT_specific
Oxsr1,Epha10,WT_specific
Gm6139,D6Ertd527e,WT_specific
Tfcp2,Cluap1,Shared
Cep170,9930021J03Rik,AD_specific
Rab3c,Cntn1,WT_specific
Nono,Dyrk1b,AD_specific
Zfp617,Gapdh,AD_specific
Mef2c,Fgf14,WT_specific
Sp140,Snapc3,WT_specific
Sirt5,Caln1,AD_specific
Vmn1r257,Vmn1r132,WT_specific
Tfap2d,Nwd2,Shared
Gm52229,1810030O07Rik,Shared
Plppr4,4931406B18Rik,AD_specific
Ddo,Cracr2a,WT_specific
Ptcd1,Apex2,AD_specific
Mlph,Gcm1,AD_specific
Niban2,Lrsam1,Shared
LOC118568662,Erlec1,Shared
Plcb1,Dzip1,AD_specific
Mcmdc2,Col22a1,Shared
Zfp558,Gm9046,AD_specific
Zfp972,Tigar,Shared
Sec31a,Cdkl2,WT_specific
LOC68395,Gm8909,AD_specific
Nfat5,Lhx9,WT_specific
Rbm12b2,Kalrn,WT_specific
Zfp462,2210418O10Rik,AD_specific
Pou2f1,Marchf1,Shared
Zfp827,Hk2,WT_specific
Opcml,Deaf1,WT_specific
Cntnap2,Arih2,Shared
Nipal2,Atr,AD_specific
Scarf2,5730409E04Rik,AD_specific
Serpine1,Ank3,AD_specific
Cpox,Ak4,WT_specific
Grik5,Cdin1,WT_specific
Veph1,Smco1,WT_specific
Zfp790,Hdac8,AD_specific
Gxylt2,Fmn2,AD_specific
Strbp,Kdm5b,WT_specific
LOC108167553,Chpt1,WT_specific
Ndst1,Arhgap21,AD_specific
Wdr33,Tnks2,AD_specific
Aanat,2210408I21Rik,WT_specific
Eif2s3x,Chst3,WT_specific
Mfsd4a,Ldah,WT_specific
Ppargc1a,Pate9,AD_specific
Tox3,Colec12,Shared
Klhl32,Accs,WT_specific
Gm51591,Gm17149,WT_specific
Nwd2,Fam81a,AD_specific
Zrsr2,4930402H24Rik,WT_specific
Thra,Fbxw4,AD_specific
Poglut3,Ago4,AD_specific
Dcaf10,Cybrd1,WT_specific
Lrrn4cl,Crem,WT_specific
Gm5795,Gm3264,AD_specific
Tafa5,Gsap,AD_specific
Zfp940,Tbc1d24,AD_specific
Uprt,Pik3r5,WT_specific
Havcr2,Gm3050,AD_specific
Tox3,Def8,AD_specific
Tmppe,Smtnl2,AD_specific
Rnasel,Lgr6,WT_specific
Rasd2,Ikzf4,WT_specific
Fadd,C1qtnf4,AD_specific
Mfap1a,Fam81a,WT_specific
Usp6nl,Sfxn3,AD_specific
Zdhhc20,Kif27,WT_specific
Htr1d,Acad9,WT_specific
Pi15,Diras2,WT_specific
Pigm,Ccdc43,AD_specific
Gm38699,Atxn2l,WT_specific
Rufy3,Exoc5,WT_specific
Stoml3,Kif26b,Shared
Otud7a,6030458C11Rik,WT_specific
Otud7b,Lrrc58,AD_specific
Rabgap1l,Dvl3,Shared
Zfp992,Pdcd4,WT_specific
Dhcr24,Acnat1,AD_specific
Rnf122,Amt,AD_specific
Rab30,Grk3,WT_specific
Ccdc85a,Casc1,AD_specific
Luc7l2,Lmln,WT_specific
Gm6710,Galc,WT_specific
Slc12a8,Nckap5,WT_specific
LOC118568593,Golph3,AD_specific
Zdhhc17,0610030E20Rik,WT_specific
Zbtb8os,Gm31606,Shared
Npas3,Ankrd7,AD_specific
Zfp939,Cntnap1,AD_specific
Haus8,Atpsckmt,WT_specific
Kcnk6,Aktip,AD_specific
Dus2,Cfap74,WT_specific
Synj2bp,Dcdc2c,AD_specific
Gpatch2,Gm13420,Shared
Zfp853,Cadm2,WT_specific
Mplkip,9030624G23Rik,WT_specific
Gm21119,9930021J03Rik,Shared
Dhrs3,Csf2rb2,WT_specific
Zfp950,Atad2b,WT_specific
Nfib,Gmpr2,AD_specific
Zfp385b,Triobp,Shared
Tent5c,Gm5977,WT_specific
Vamp4,Tmem19,WT_specific
Zfp462,Lrrc61,WT_specific
Gm7972,Eif4e2,Shared
Mcm9,Maml2,AD_specific
Trp53i11,Khdrbs2,WT_specific
Trim9,Kcnq5,Shared
Gm52229,Gcm1,Shared
Cfap99,Brip1,AD_specific
Lyrm2,AI182371,AD_specific
Mef2c,Ccdc32,AD_specific
Tigd3,Mdc1,WT_specific
Usp17la,Meis2,Shared
Nav3,BC034090,AD_specific
Uhrf1bp1l,Gxylt2,AD_specific
Trim25,Cox5a,WT_specific
Ifnar1,Hivep2,Shared
Slc9b2,Anln,AD_specific
Nol10,Fars2,WT_specific
Ripk1,Klb,WT_specific
Zc3h13,LOC115488470,AD_specific
Nars2,Adprhl1,AD_specific
Epha10,Ctcf,WT_specific
Kcnj10,Fzd4,WT_specific
Stx1b,Def8,WT_specific
Mob4,4932411N23Rik,AD_specific
Unc79,Tafa1,WT_specific
LOC115488470,Cand2,WT_specific
Mad1l1,D430041D05Rik,AD_specific
Tex9,Sirpa,WT_specific
Ttc28,Arhgef37,WT_specific
Usp3,Idnk,AD_specific
Nav3,Cep85l,AD_specific
Rad51b,Nfat5,WT_specific
Tmem45b,Apex2,WT_specific
Zfp57,Hagh,AD_specific
Zfp202,Mrpl27,AD_specific
Gm29776,2210408I21Rik,AD_specific
Erlec1,Brdt,AD_specific
Pde10a,Anks1b,AD_specific
Trmt13,Gm31606,WT_specific
Nup50,Gm33153,Shared
C7,BC034090,WT_specific
Zyg11b,N4bp1,WT_specific
Mterf1b,Aatk,WT_specific
Stx18,Nhs,WT_specific
Ppp2r2b,Krr1,AD_specific
Nfkb2,Morn1,WT_specific
Hsd3b3,Dhrs3,AD_specific
Tnrc18,Pi15,WT_specific
Map3k1,LOC102634078,WT_specific
Tnfrsf14,Rpl17,AD_specific
Maoa,Apex2,AD_specific
Msantd2,Kcng3,AD_specific
Pde4c,Crem,AD_specific
Magt1,Bicral,WT_specific
Tmem63c,Lrp8,AD_specific
Usp3,Tmed5,WT_specific
Tuba1b,Slc22a16,AD_specific
Vmn2r1,Ccdc82,WT_specific
Tigd3,Foxj3,AD_specific
Kif26b,Hs3st2,AD_specific
Tenm2,Dtnb,WT_specific
Epb41l1,Angel1,WT_specific
Zfp660,Tstd2,WT_specific
Zfp583,Gm5459,AD_specific
Zfp369,Tstd2,AD_specific
Zc3h12b,Slc25a42,WT_specific
Sh2d4b,LOC102638047,WT_specific
Slc37a1,Atf7ip,WT_specific
Wdr92,Rexo5,AD_specific
Zfp202,Ak4,Shared
Slfn5,Phactr4,AD_specific
Ulk3,Sez6l,Shared
Slc12a5,Onecut3,WT_specific
Flywch1,Dclre1c,AD_specific
Ppp1r9a,Dppa1,WT_specific
Zfp397,Gm52217,WT_specific
Nfkb2,Ank2,AD_specific
Zmym5,St3gal2,AD_specific
Nvl,Bbx,WT_specific
Acap2,Acadm,WT_specific
Ppp1r16b,Plekhg3,WT_specific
Lzts2,Cysltr1,WT_specific
Vmn1r58,Gm41607,Shared
Zc3hav1,LOC115488470,Shared
Pdik1l,Dcaf1,AD_specific
Tmem19,Arhgap39,WT_specific
Zbtb16,Chl1,WT_specific
Lnx1,Gm14322,AD_specific
Tnks2,Iqsec3,AD_specific
Foxp1,Cdh2,WT_specific
Mrpl27,Cdadc1,AD_specific
Npr3,Grip1,Shared
LOC118567631,Gm9495,Shared
Fyco1,E2f1,Shared
Pou2f1,Cfl1,WT_specific
Gmfb,Alx4,AD_specific
Zfp442,AW554918,AD_specific
Lix1,Ccdc167,AD_specific
Zdhhc3,Tln2,WT_specific
Zfp948,Zc3hav1,AD_specific
Slc28a1,Bend4,WT_specific
LOC118568304,LOC118568284,Shared
Zfp202,Zan,AD_specific
Snx12,Rex2,WT_specific
Zbbx,3300002I08Rik,WT_specific
Zfp462,Atxn3,AD_specific
Tfap2d,Aktip,WT_specific
Kdm5b,Clasp1,WT_specific
Nip7,Ankrd10,WT_specific
Zfp873,Slc41a2,WT_specific
Tmem45b,Llph-ps1,AD_specific
Galc,Aktip,Shared
Usp44,Pde4d,WT_specific
Foxj3,Cfap99,WT_specific
Tdg-ps,Idnk,AD_specific
Zfp939,Stx8,Shared
Tmem88b,Sqstm1,WT_specific
Srsf5,N4bp2,AD_specific
Kalrn,Asap2,AD_specific
Xiap,Rnf125,AD_specific
Hivep2,Epha6,WT_specific
Trappc9,Ldhd,Shared
LOC118567505,Cd22,AD_specific
Slfn9,L3mbtl4,Shared
Cntn1,Cers4,WT_specific
Prkg1,Podnl1,WT_specific
Pou1f1,Lrrc4c,AD_specific
Nipal2,Dcun1d5,WT_specific
Slc6a2,Adat1,WT_specific
Arhgef37,Ahdc1,WT_specific
Zbbx,Cenpc1,Shared
Zfp407,Mrpl4,WT_specific
Plp1,Dclre1c,AD_specific
Zfp780b,Zbtb2,WT_specific
Srek1,Ifnar1,WT_specific
Lpp,Epha10,AD_specific
Ndufaf3,Impdh2,AD_specific
Slc25a51,Krt27,Shared
Rere,Kcnq5,AD_specific
Vars,Elp1,Shared
Rere,LOC118567871,AD_specific
Gm10277,Atad2b,WT_specific
Ripk1,Rabgap1l,WT_specific
Zc3h12b,Gm38523,WT_specific
Lamc3,2210408I21Rik,AD_specific
Tedc2,Apex2,AD_specific
Naaladl1,Mfsd4a,AD_specific
Stau2,Pcnx4,AD_specific
Gcnt7,Ap4s1,WT_specific
Zfp994,Ptgfrn,Shared
Rnf126,Lefty2,Shared
Slc35d1,Agbl3,Shared
Tnrc6b,Ptchd4,WT_specific
Gm41099,Dvl3,AD_specific
Larp4b,Ccdc15,WT_specific
Uqcc1,1810020O05Rik,WT_specific
Ttll9,Lpl,WT_specific
Lrrn4cl,Brip1,AD_specific
Rngtt,Chmp3,AD_specific
Fbxl16,Atp2b2,WT_specific
Tdrd3,D17H6S53E,AD_specific
Mcc,Ank1,Shared
Ldlrad4,Chd9,WT_specific
Dlgap4,Ap1s3,WT_specific
Rbp1,BC028528,WT_specific
Opcml,Bloc1s6,WT_specific
Zfp111,Sec14l3,WT_specific
Plk5,Abhd6,AD_specific
Zfp267,Rad1,AD_specific
Trmt13,5730409E04Rik,AD_specific
Mettl6,Ifnar1,AD_specific
Ssbp2,4933428G20Rik,AD_specific
Gm4841,Fxyd1,Shared
Zbtb2,Sppl2a,WT_specific
Lrrtm4,Gjc3,Shared
Snapc3,Fam205a2,WT_specific
Utp11,Mpp7,AD_specific
Gm17149,Cox5a,AD_specific
Sctr,Actn2,AD_specific
Polm,Cnnm2,WT_specific
Strbp,Cep290,AD_specific
Inpp4b,Gm13420,Shared
Zfp729a,Loxl2,AD_specific
