Gene1,Gene2,In_OWT,In_AD,read count_WT,read count_AD,Label
Gm5784,Cep170,1,1,3,4,Shared
Harbi1,4933428G20Rik,1,1,1,0,WT_specific
Mbd4,Aifm2,1,1,1,2,Shared
Nsl1,Nfat5,1,1,1,2,Shared
Phactr1,Klhl32,1,1,1,0,WT_specific
Zbtb25,Pclo,1,1,2,1,Shared
Vmn1r58,Cdadc1,1,1,2,0,WT_specific
Ptprs,Mpp7,1,1,1,2,Shared
Usp3,Anxa9,1,1,0,1,AD_specific
Rdh19,Mknk1,1,0,1,0,WT_specific
Zfp786,Tmed2,1,0,1,0,WT_specific
Zfp9,Tmem106c,1,1,0,5,AD_specific
Dynlt1a,Aptx,1,1,1,0,WT_specific
Tex9,Slc3a2,1,1,0,1,AD_specific
Katnal2,Celf2,1,1,0,8,AD_specific
Tdrd3,Atad2b,1,1,5,0,WT_specific
Gm13102,Cep170,0,1,0,12,AD_specific
Wdcp,Ankrd44,1,1,1,0,WT_specific
Rnf169,Gm13420,1,1,5,0,WT_specific
Rpusd1,Clic4,0,1,0,1,AD_specific
Wdcp,Mon1a,1,0,3,0,WT_specific
Gmpr2,Celf6,1,1,1,0,WT_specific
Plp1,Pde10a,1,1,2,4,Shared
Sppl2a,4930519G04Rik,1,1,0,2,AD_specific
Wdcp,Homez,1,1,4,9,Shared
Spopl,Nktr,1,1,31,0,WT_specific
Stk3,Dip2b,1,1,1,0,WT_specific
Fan1,Cpsf2,1,1,1,0,WT_specific
Slc25a38,Gm32719,1,1,0,6,AD_specific
Tenm2,Dtx4,1,0,2,0,WT_specific
Zfp607b,Tmem19,1,1,18,0,WT_specific
Pigq,Otud7a,1,1,1,0,WT_specific
Mindy2,Celf6,1,1,1,0,WT_specific
Saa4,Gabbr1,1,0,3,0,WT_specific
Tmf1,Psors1c2,1,0,1,0,WT_specific
Rasal2,Plcb1,1,1,0,1,AD_specific
Shisa9,Atxn1,1,0,1,0,WT_specific
Marchf1,Lonrf2,1,1,3,1,Shared
Zfp873,Smco1,1,1,0,1,AD_specific
Tmod1,Mgat3,1,1,0,16,AD_specific
Ppp1r9a,Arih2,1,1,16,6,Shared
Pirt,Hivep2,1,1,1,2,Shared
Trerf1,Kcnq5,1,1,2,0,WT_specific
Rpl34-ps1,Herpud2,0,1,0,1,AD_specific
Paox,Mcm6,1,0,1,0,WT_specific
Mrtfb,Lrriq4,0,1,0,1,AD_specific
St8sia4,Pou2f1,1,1,1110,1400,Shared
Zfp369,Tcp11l1,1,1,55,53,Shared
Robo2,Plag1,1,1,1,0,WT_specific
Zbtb20,Slc7a11,1,1,1,0,WT_specific
Naip5,Myoz3,1,1,0,1,AD_specific
Ppp4r1,Atpsckmt,1,1,0,2,AD_specific
Gmeb2,Csnk2a1,1,1,0,1,AD_specific
Rab30,Phactr1,1,1,1,0,WT_specific
LOC118568343,LOC118568307,1,1,3,6,Shared
Xaf1,Washc4,1,1,1,0,WT_specific
Pxmp4,Pou2f2,1,1,0,1,AD_specific
Zfp488,Olfr613,1,1,213,382,Shared
Zfp839,Gm5785,1,1,1,1,Shared
Pakap,Etv1,1,0,1,0,WT_specific
Sox6,Miga1,1,1,1,0,WT_specific
Slc25a25,LOC115488470,1,1,0,1,AD_specific
Rpl7l1,Emsy,1,1,0,1,AD_specific
Otud7b,Appl2,1,1,0,1,AD_specific
Il12rb1,Golm2,1,1,103,4,Shared
Tfap2b,Nfasc,1,1,1,0,WT_specific
St8sia4,Ccdc18,1,1,22,28,Shared
Ncam2,Il5ra,1,1,0,1,AD_specific
Runx1t1,Robo1,1,0,5,0,WT_specific
Tmco1,Tcf4,1,1,1,3,Shared
Itgam,Elavl3,1,0,1,0,WT_specific
Zbtb25,Birc5,1,1,1,0,WT_specific
Taf1a,Plxdc1,1,1,1,0,WT_specific
Phf14,Gpr174,1,1,0,1,AD_specific
Tmem45b,Celf2,1,1,17,0,WT_specific
Lonrf1,Dcun1d4,1,0,1,0,WT_specific
Mdc1,Dmtn,1,1,1,1,Shared
H4c9,Elovl7,1,1,8,2,Shared
Pde10a,5730455P16Rik,1,1,3,0,WT_specific
Zfp53,Vmn1r58,1,1,0,5,AD_specific
Zfp771,Gtdc1,1,1,0,2,AD_specific
Mdm2,Clec16a,1,1,40,3,Shared
Tmem45b,Cep170,1,1,109,119,Shared
Stxbp4,Aida,1,1,0,4,AD_specific
Serpina1a,Pde1a,1,1,0,2,AD_specific
Zbtb21,Cep89,1,1,0,1,AD_specific
Negr1,Gabrg1,1,1,1,1,Shared
Gm7972,Fam160b2,1,1,0,1,AD_specific
Kcnip4,Bri3,1,1,2,0,WT_specific
Sh2d4b,Rab30,1,1,0,1,AD_specific
Lnx1,Foxj3,1,1,0,7,AD_specific
Hdac4,Gm10015,1,1,5,12,Shared
Tent2,Ppm1k,1,1,0,1,AD_specific
Wbp1l,Barhl1,1,0,1,0,WT_specific
Ppm1h,Nbn,1,1,4,0,WT_specific
Cyp4x1,Arhgap39,1,1,0,4,AD_specific
Sox6,Dcun1d5,1,1,0,4,AD_specific
Runx1t1,Kcnh5,1,0,1,0,WT_specific
Anxa9,9330159F19Rik,1,1,0,2,AD_specific
Kmt5b,Dclre1c,1,1,6,0,WT_specific
Tsga10,Slc22a17,1,1,2,0,WT_specific
Tor4a,Klhl24,1,1,0,1,AD_specific
Zfp516,Npas3,1,1,1,0,WT_specific
Mtmr9,Fgf10,1,1,5,6,Shared
Rpusd1,Ppm1h,1,1,2,3,Shared
Nhsl1,Arih2,1,1,2,0,WT_specific
Igsf10,Dcun1d5,1,1,31,30,Shared
Negr1,Meis2,1,1,1,0,WT_specific
Senp7,Mfsd4a,1,1,1,0,WT_specific
Twistnb,Itgb1bp2,0,1,0,1,AD_specific
Xiap,Pot1b,1,1,0,9,AD_specific
Zfp248,Gm20172,1,1,1,0,WT_specific
Gm5820,Gm4841,1,1,4,0,WT_specific
Nav3,Cyp3a13,1,1,14,10,Shared
Rngtt,Hmmr,1,1,0,2,AD_specific
Nav2,Cep135,0,1,0,2,AD_specific
Tnfrsf11a,Magi2,1,1,1,0,WT_specific
Il17ra,Fyco1,1,1,3,5,Shared
Retnlb,Nkain3,1,0,14,0,WT_specific
Ube4a,Ap3b1,1,1,1,0,WT_specific
Hnrnpd,Agbl3,1,1,0,1,AD_specific
Rad51ap2,Cnnm2,1,0,1,0,WT_specific
Pafah2,Fam155a,1,1,1,0,WT_specific
Rimklb,Gm5785,1,1,0,2,AD_specific
Zfp937,Gm31606,1,1,10,0,WT_specific
Dcaf12l2,Ccdc50,1,0,1,0,WT_specific
Negr1,Mtmr9,1,1,1,0,WT_specific
Olfr613,Cyp3a13,1,1,11,16,Shared
Plcb4,Fxyd1,1,1,0,1,AD_specific
Fyn,Cntn3,1,0,1,0,WT_specific
Slc18b1,Kcnip4,1,1,7,0,WT_specific
Rapgef2,Alpk1,1,1,1,1,Shared
Slc10a7,Cyp3a13,1,1,23,23,Shared
Rab3c,Lrrc42,1,1,0,2,AD_specific
Gpc4,3300002I08Rik,1,1,16,0,WT_specific
Zfp668,Gimap8,1,1,1,0,WT_specific
Ncbp3,Baalc,1,1,0,4,AD_specific
Trat1,Cxcr2,1,1,11,16,Shared
Lpp,Hmgcll1,1,1,9,4,Shared
Pde10a,Kti12,0,1,0,1,AD_specific
Ralgapb,Ksr2,1,0,2,0,WT_specific
Zfp950,Nfkb2,1,1,0,1,AD_specific
Magi1,Maco1,1,1,1,0,WT_specific
Slx1b,Cdkal1,1,1,17,0,WT_specific
Bloc1s2,AU022252,1,1,0,1,AD_specific
Tacr1,Gcnt1,1,1,0,3,AD_specific
Zmynd8,Gm12657,1,0,16,0,WT_specific
Nipal2,2210408I21Rik,1,1,23,9,Shared
Rtbdn,Dusp7,1,1,1,0,WT_specific
Rpn2,Odf3l1,1,0,3,0,WT_specific
Nacc2,Ankrd33b,1,1,1,0,WT_specific
Slfn9,Arhgap39,1,1,1,0,WT_specific
Tex47,Shc4,1,0,1,0,WT_specific
Tstd2,Dram2,1,1,0,1,AD_specific
Rnf169,Amer1,1,1,1,0,WT_specific
Fign,Adam11,1,0,1,0,WT_specific
Pdik1l,Fscn3,1,1,2,2,Shared
Zscan26,St3gal1,1,1,0,18,AD_specific
Fam160b2,Dcaf1,1,1,2,7,Shared
Lrrc8e,Jarid2,1,1,2,0,WT_specific
Rbm12b2,4930430F08Rik,1,1,1,0,WT_specific
Sox5,Npas3,1,1,11,0,WT_specific
Gm29986,Dhrsx,1,1,1,0,WT_specific
Zfp462,Tfap2d,1,1,5,0,WT_specific
Tmprss7,Gabra4,1,0,4,0,WT_specific
Nsl1,Dmtn,1,1,1,0,WT_specific
Lrfn5,Hdac8,1,0,1,0,WT_specific
Xpnpep1,Npas3,1,1,0,6,AD_specific
Sptbn5,Rab3c,1,1,0,2,AD_specific
Ttc28,Riok3,1,1,0,1,AD_specific
Tiam1,Slc10a5,1,0,1,0,WT_specific
Fxn,Ank1,1,1,0,1,AD_specific
Ubtf,Procr,1,1,0,1,AD_specific
Gcm1,Fgf13,1,1,0,2,AD_specific
Zfp14,Rbpj,1,1,0,1,AD_specific
Spem1,Hspa13,1,0,1,0,WT_specific
Septin11,Pank1,1,1,1,0,WT_specific
Tedc1,Rasl11b,1,1,0,1,AD_specific
Mrpl39,Marchf1,1,1,15,0,WT_specific
Mterf2,Kcnj6,1,1,1,0,WT_specific
Uhrf1bp1l,Map2k5,1,1,0,1,AD_specific
Scd4,2610524H06Rik,1,1,0,2,AD_specific
Usp3,Syn3,1,1,1,0,WT_specific
Slc3a2,Ermard,1,1,1,0,WT_specific
Gramd1b,Asap2,1,1,63,101,Shared
Gnl2,Csf2rb2,1,1,0,1,AD_specific
Gmeb1,Fam76b,1,1,7,0,WT_specific
Btbd7,Bcas2,1,1,3,0,WT_specific
Gm28455,Casc1,1,1,1,0,WT_specific
Cfap100,1810030O07Rik,1,1,6,1,Shared
Mcmdc2,Grk4,1,1,5,5,Shared
Ddr1,Cdkl2,1,1,0,5,AD_specific
Filip1l,Cmss1,1,0,3,0,WT_specific
Nbea,Fgf14,1,1,60,85,Shared
LOC115489981,Hdac8,1,1,91,84,Shared
Gm7102,Cmah,1,1,4,0,WT_specific
Wnk3,Mrtfb,1,1,0,1,AD_specific
Gm21162,Gm17079,1,1,1,1,Shared
Mcmdc2,LOC115488002,1,1,3,0,WT_specific
Sumf2,Pibf1,1,1,0,1,AD_specific
Rab11fip1,Khdrbs2,1,1,3,0,WT_specific
Lrrc74b,Lrrc3,1,1,1,0,WT_specific
Pwwp2a,Fnip2,1,1,10,0,WT_specific
Rimbp2,Percc1,1,0,1,0,WT_specific
Zmat4,Pag1,1,1,0,5,AD_specific
Triobp,Foxj3,1,1,1,0,WT_specific
Zfp445,Slc25a51,1,1,1,0,WT_specific
Kirrel3,Fam149b,1,1,2,0,WT_specific
Tmem196,Def8,1,1,0,1,AD_specific
Spin1,Pfas,1,1,0,1,AD_specific
Rab2a,Kansl1l,1,1,0,1,AD_specific
Rspry1,Mterf1b,1,1,0,1,AD_specific
Lhx9,Bend4,1,1,1,0,WT_specific
LOC101055672,Ifnar1,1,1,1,12,Shared
Thra,Enah,1,1,4,11,Shared
Rdh13,Gm16867,1,1,3,0,WT_specific
Rgr,Ebf1,1,1,1,0,WT_specific
Zfp459,Epha10,1,1,1,0,WT_specific
Prxl2c,Cts8,1,1,0,1,AD_specific
Slc17a8,Dcaf17,1,1,0,2,AD_specific
Rab30,Grk3,1,0,1,0,WT_specific
Chadl,Apex2,1,1,6,11,Shared
Slfn5,Osbpl6,1,1,1,0,WT_specific
Htr1d,Gm12569,1,1,1,0,WT_specific
Trappc9,Numb,1,1,1,0,WT_specific
Wdfy2,Cd38,1,1,2,1,Shared
Slitrk4,Jmjd1c,1,1,0,1,AD_specific
Rdh19,Astn2,1,1,1,0,WT_specific
Diaph2,Casc1,1,1,0,1,AD_specific
Irak2,Bicral,1,1,0,8,AD_specific
Vps33b,Casc1,1,1,12,9,Shared
Snx30,Hspb11,1,1,5,0,WT_specific
Tmem135,Tmem106c,1,1,14,21,Shared
Nup50,Glrx2,1,1,0,1,AD_specific
Mob3c,Dnah5,1,0,1,0,WT_specific
Nos1,Fgf13,1,1,8,3,Shared
Ppfibp2,Ints2,1,1,4,0,WT_specific
Epha6,E2f3,1,1,0,2,AD_specific
Smchd1,Ncoa7,0,1,0,1,AD_specific
Mkln1,Kcnip4,1,1,2,0,WT_specific
Zfp462,Slc35f3,1,1,1,0,WT_specific
Vax2,Sema3a,1,1,2,0,WT_specific
Pde10a,Lsm6,1,1,1,0,WT_specific
Lrrc7,Celf6,1,1,12,0,WT_specific
Tfg,Stxbp6,1,1,1,0,WT_specific
Eepd1,E2f3,1,1,8,5,Shared
Smg9,Dynlt1a,1,1,6,0,WT_specific
Xntrpc,Baalc,1,1,0,2,AD_specific
Otog,Ccdc50,1,0,1,0,WT_specific
Zfp345,Sppl2a,1,1,1,0,WT_specific
Ralgapa2,Kcp,1,0,2,0,WT_specific
Wdcp,Washc4,1,1,0,1,AD_specific
Vax1,Gm2897,1,0,1,0,WT_specific
Usp17la,Gm16867,1,1,12,16,Shared
Mier2,Foxp1,1,1,0,1,AD_specific
Rpl7a,Gm17415,1,1,2,0,WT_specific
Gipr,Csf2ra,1,1,0,4,AD_specific
Ntrk3,LOC118567814,1,1,0,1,AD_specific
Smarcad1,LOC100862245,0,1,0,1,AD_specific
Gm2115,Fam83b,1,1,0,1,AD_specific
Gm7072,Fgf14,1,1,1,0,WT_specific
Rhox8,Astn1,1,1,0,1,AD_specific
Slc25a42,Bloc1s2,1,1,0,6,AD_specific
Zfp202,Washc4,1,1,11,0,WT_specific
Soat2,Mettl2,1,1,1,1,Shared
Synj2bp,Galnt11,1,1,0,1,AD_specific
Mef2c,Itgb1bp2,1,1,14,43,Shared
Vmn1r166,Vmn1r163,1,0,1,0,WT_specific
Zbtb21,Trim56,1,1,0,4,AD_specific
Impg2,Asap2,1,1,52,0,WT_specific
Akna,4930563M21Rik,1,0,3,0,WT_specific
Slc26a8,LOC118567871,1,0,1,0,WT_specific
Tbc1d24,Obi1,1,1,1,0,WT_specific
Rexo5,Neurod2,1,0,1,0,WT_specific
Cfap99,Arih2,1,1,1,3,Shared
Nbea,Ccdc15,1,1,97,54,Shared
Xrcc3,Stxbp6,1,1,0,2,AD_specific
Celf2,Atp1a2,1,1,1,0,WT_specific
Nr1h2,Dhtkd1,1,1,0,16,AD_specific
Zic1,Lzts3,1,1,0,1,AD_specific
Nos1,Mrpl47,0,1,0,1,AD_specific
Ncbp3,Ears2,1,1,0,1,AD_specific
Rai1,Gmeb1,1,1,1,0,WT_specific
Pirt,Gabrg1,1,1,1,0,WT_specific
Myo10,Dtnb,1,1,1,0,WT_specific
Zbtb21,Rabgap1l,1,1,2,8,Shared
Slco2a1,Ociad2,0,1,0,6,AD_specific
Ripor2,Map2,1,1,1,0,WT_specific
Six2,Ptprs,1,1,1,0,WT_specific
Rpl36,Hdx,1,1,0,1,AD_specific
Mtif2,Bach2,1,1,0,3,AD_specific
Pmvk,Cutal,1,0,1,0,WT_specific
Plekha2,Kcnk3,1,0,1,0,WT_specific
Tafa3,Cnnm2,1,1,3,7,Shared
Nav3,Ccdc148,1,1,3,0,WT_specific
LOC118568593,Eif2ak2,1,1,17,0,WT_specific
Gm4841,Fam81a,1,1,7,13,Shared
Gm6482,Gm21154,1,1,0,1,AD_specific
Trappc9,Foxj3,1,1,5,4,Shared
Onecut3,Hspb7,1,0,1,0,WT_specific
Zfp65,Ctla2a,1,1,12,25,Shared
Sec24d,Gm16867,1,1,0,4,AD_specific
Trappc9,Ino80d,1,0,1,0,WT_specific
Wdr66,Cplx2,1,1,0,6,AD_specific
Wasf3,Aig1,1,1,1,2,Shared
Ppp2r2b,Atpsckmt,1,1,3,0,WT_specific
Pde10a,Gm42346,0,1,0,4,AD_specific
Slfn9,H2-Q6,1,1,0,4,AD_specific
Wdr66,Klhl14,1,0,1,0,WT_specific
Lactbl1,Hykk,1,1,1,0,WT_specific
Mcm9,Glrx2,1,1,1,1,Shared
Lepr,Bloc1s2,1,1,0,9,AD_specific
Dsg1b,Dnal1,1,1,2,0,WT_specific
Usp3,Gfod2,1,1,1,0,WT_specific
Fam76b,Dph5,1,1,1,0,WT_specific
Uprt,Tnfrsf10b,1,1,1,0,WT_specific
Gm9241,Gm17330,1,1,1,1,Shared
Ppp1r9a,Chd1l,1,1,12,10,Shared
Slc29a2,Btbd19,1,1,0,2,AD_specific
Tafa2,Runx1,1,0,1,0,WT_specific
Khdrbs2,Ankrd7,1,1,4,0,WT_specific
Zfp369,Ppcdc,1,1,269,299,Shared
Kalrn,Cwf19l2,1,1,585,1271,Shared
Sp100,Ifnar1,1,1,1,0,WT_specific
Vamp4,Slc16a14,1,1,1,0,WT_specific
Zbtb8os,Dcun1d5,1,1,26,47,Shared
Wdfy2,Sgsm1,1,1,1,0,WT_specific
Zfp462,Btbd16,1,1,1,0,WT_specific
Nav2,Gmfb,1,1,2,3,Shared
Runx3,Plekha2,1,1,1,0,WT_specific
Shfl,Jarid2,1,1,2,0,WT_specific
Zfp970,Ccdc82,1,1,9,67,Shared
Zc3h12b,Pxmp4,1,1,0,1,AD_specific
Tigar,Mill2,1,1,0,1,AD_specific
Mrpl27,Map3k11,1,1,0,1,AD_specific
Ssbp2,Sipa1l3,1,0,1,0,WT_specific
Slc16a10,Ms4a4a,1,1,0,1,AD_specific
Tent5c,Ppm1a,1,0,1,0,WT_specific
Slc9b2,Opcml,1,1,0,4,AD_specific
Fgf14,Cyp3a13,1,1,0,27,AD_specific
Gm5820,Gm17149,1,1,0,1,AD_specific
Zfp335,4930467E23Rik,1,1,0,5,AD_specific
Sorcs2,Acap2,1,1,1,0,WT_specific
Zfp345,Bloc1s3,1,1,1,0,WT_specific
Slc35e2,Gmpr2,1,1,0,2,AD_specific
Gm31606,Epha5,1,1,2,3,Shared
LOC118568343,Cacna2d1,1,1,74,88,Shared
Wdfy1,Nrg2,1,1,1,0,WT_specific
Zbtb21,Htr5b,1,1,1,0,WT_specific
Galc,Appl2,1,1,1,0,WT_specific
Pdxk,Nos1,1,1,1,1,Shared
Zdhhc21,Cyp3a13,1,1,50,47,Shared
Mcm9,Lix1,1,1,0,1,AD_specific
Socs4,Kcnj10,1,1,1,0,WT_specific
Tnfsf15,Myoz3,1,1,0,1,AD_specific
Rere,Ash2l,1,1,1,0,WT_specific
Taf15,Hnrnpd,1,1,0,1,AD_specific
Xiap,Dmtn,1,1,0,4,AD_specific
Tmem245,Amy2a4,1,1,1,0,WT_specific
Mpv17,Fndc11,1,0,1,0,WT_specific
Gid8,Btbd9,1,1,1,0,WT_specific
Slc36a1,Elovl7,1,0,1,0,WT_specific
Gcnt7,Bsn,1,1,0,1,AD_specific
Syt11,Klhl41,1,1,0,4,AD_specific
Cpox,Adtrp,1,1,6,5,Shared
Zfp202,Pcnx4,1,1,25,30,Shared
Wdr12,Dclre1c,1,1,0,1,AD_specific
Zfp65,Synj2bp,1,1,76,104,Shared
Tnfrsf14,Tmem263,1,1,0,1,AD_specific
Osbpl8,Mcm9,1,1,1,0,WT_specific
Nav3,D6Ertd527e,1,1,2,0,WT_specific
Vwa5b1,Ptprt,1,0,1,0,WT_specific
Zfp950,Anks1b,1,1,0,3,AD_specific
Senp7,Gpr35,1,1,0,3,AD_specific
Trpm7,Gal3st3,1,1,1,0,WT_specific
Ino80,Dusp22,1,1,0,1,AD_specific
Zfp300,Gabra2,1,1,0,4,AD_specific
Veph1,Hmgcll1,1,1,0,9,AD_specific
Pxmp4,Msantd2,1,1,0,1,AD_specific
Zfp976,Ptcd1,1,1,1,0,WT_specific
Cntnap3,Akap13,0,1,0,8,AD_specific
Rasd2,Marchf1,1,1,1,6,Shared
Zdhhc2,Amy2a4,1,1,1,0,WT_specific
Ncoa7,Dido1,1,1,1,0,WT_specific
Wipf2,Cpsf2,1,1,1,0,WT_specific
Kazn,Ankrd55,1,1,1,0,WT_specific
Zfp248,Cd33,1,1,1,0,WT_specific
Utp11,Spred2,1,1,1,0,WT_specific
Gna11,Exoc8,1,0,1,0,WT_specific
Tbxas1,Arl10,1,1,0,1,AD_specific
Spred2,1110032A03Rik,1,1,1,0,WT_specific
Osr1,Apbb2,1,0,1,0,WT_specific
Ldlrad4,Cyp20a1,1,1,2,0,WT_specific
Rangap1,Cnnm2,1,1,0,3,AD_specific
Cers4,Ak4,1,1,4,0,WT_specific
Pwwp2a,Galc,1,1,1,3,Shared
Rhbdl3,Ank3,1,0,3,0,WT_specific
Slc52a2,Plscr3,1,1,1,0,WT_specific
LOC115489417,Grk4,1,1,477,500,Shared
Phf24,Dop1b,1,1,0,1,AD_specific
Zcwpw1,Ccdc148,1,1,1,0,WT_specific
Spc24,Il12rb1,1,1,0,1,AD_specific
Tmem39b,Rpn2,1,1,0,1,AD_specific
Eif2ak2,Cd200r2,1,1,4,0,WT_specific
Kcnip4,Gramd4,1,1,2,0,WT_specific
Slc3a2,Det1,1,1,1,0,WT_specific
Kif27,Hacd2,1,1,1,0,WT_specific
Frem2,Dynlt1a,1,1,4,4,Shared
Srl,D830030K20Rik,1,1,1,0,WT_specific
Slc25a27,Ints13,1,1,1,0,WT_specific
Ptgfrn,Kdm7a,1,1,1,0,WT_specific
Nwd2,Dvl3,1,1,0,4,AD_specific
Uqcc1,Kif24,1,1,5,0,WT_specific
Tnfrsf14,Paqr3,1,1,7,0,WT_specific
Dock7,Atm,1,1,4,0,WT_specific
Potegl,Ces2b,1,1,2,0,WT_specific
Osbpl10,Armc7,1,1,0,1,AD_specific
Fbxl17,Arhgap39,1,1,1,0,WT_specific
N4bp1,Maco1,1,1,0,1,AD_specific
Pwwp2a,Lnx1,1,1,7,11,Shared
Maoa,Il2ra,1,1,1,0,WT_specific
Zfp113,Gm38702,1,1,0,1,AD_specific
Ttc23l,St8sia1,1,1,0,4,AD_specific
Polb,Gm20939,1,1,2,0,WT_specific
Htr1b,Cyp4a31,1,1,1,0,WT_specific
Sag,Rbp7,1,0,1,0,WT_specific
Trpc5,Dmtf1,1,1,7,0,WT_specific
Tcp11l1,Jmjd4,1,1,1,0,WT_specific
Slc7a14,2210408I21Rik,1,1,0,4,AD_specific
Wdfy3,Msantd2,1,1,0,2,AD_specific
Tcp11l1,Fam172a,1,1,6,0,WT_specific
Zbtb8os,Lpin2,1,1,1,0,WT_specific
Tanc2,Mfsd13b,0,1,0,1,AD_specific
Gpr174,Gal3st3,1,1,1,0,WT_specific
Zfp563,Arsk,1,1,7,0,WT_specific
Zbtb8a,Slc25a51,1,1,1,0,WT_specific
Ctcfl,Cand2,1,1,2,1,Shared
Urod,Adam28,1,1,1,0,WT_specific
Ovol3,Mettl6,0,1,0,1,AD_specific
Lrrtm4,Arhgap26,1,1,3,5,Shared
Grik2,Amer1,1,1,1,5,Shared
Wdfy2,Ppp1r14c,1,1,0,1,AD_specific
Strn,Reps2,1,0,1,0,WT_specific
Prkag3,Lpl,1,1,0,1,AD_specific
Wnt4,Cd274,1,1,2,1,Shared
Mfap1a,D5Ertd579e,1,1,1,0,WT_specific
Hmmr,Best3,1,1,1,0,WT_specific
Lrp1b,Dpp4,1,1,1,1,Shared
St8sia1,Ntrk3,1,1,4,0,WT_specific
Slfn9,Ifnar1,1,1,10,23,Shared
Pole4,Cdc26,1,1,0,2,AD_specific
Plekhg3,Lrrtm1,1,1,1,0,WT_specific
Pik3r5,LOC115488470,1,1,0,1,AD_specific
Mterf1b,Ccdc167,1,1,0,1,AD_specific
Paox,Crppa,1,1,0,63,AD_specific
Cep295,Baalc,1,1,3,0,WT_specific
Tmem45b,Hmgcll1,1,1,67,25,Shared
Fam155a,Epas1,1,1,1,0,WT_specific
Mobp,Ddr1,1,0,3,0,WT_specific
Mettl2,Fxn,1,1,0,1,AD_specific
Trip4,Lrrc31,1,1,0,1,AD_specific
Pou2f2,Gal3st3,1,1,0,1,AD_specific
Tldc2,Sec31a,1,1,0,1,AD_specific
Itga4,Acap2,1,1,0,7,AD_specific
Cxxc4,Celf6,1,1,1,0,WT_specific
Slc7a14,Cntnap2,1,1,0,4,AD_specific
Tnfrsf14,Osbpl8,1,1,3,0,WT_specific
Syt12,Ino80,1,1,0,1,AD_specific
Zbtb37,Hspb11,1,1,5,2,Shared
Fbxo34,Eapp,1,1,0,1,AD_specific
Hint3,Ankfy1,1,1,0,1,AD_specific
LOC118568662,Hdx,1,1,0,1,AD_specific
Senp7,Ms4a12,1,1,11,8,Shared
Mbd4,Cryzl2,1,1,98,0,WT_specific
Miga1,Mettl24,1,1,1,0,WT_specific
Zfp369,Gm14391,1,1,10,40,Shared
Utp11,Cxcr2,1,1,0,1,AD_specific
Lzts3,Cd22,1,1,0,2,AD_specific
Zfp202,Il5ra,1,1,13,6,Shared
Mafk,Ccdc50,1,0,1,0,WT_specific
Ptov1,Ctcfl,1,1,0,3,AD_specific
Rint1,Hinfp,1,1,1,0,WT_specific
Ppm1h,Gm2007,1,1,1,0,WT_specific
Prlr,Akna,1,0,2,0,WT_specific
Zbtb8os,Crppa,1,1,0,26,AD_specific
Tecpr1,Klhl18,1,0,1,0,WT_specific
Nav3,Abhd6,1,1,6,0,WT_specific
Zfp780b,Fadd,1,1,1,0,WT_specific
Ttf1,Gm17124,1,1,0,5,AD_specific
Unc79,Plekhg3,1,1,1,0,WT_specific
Slc38a11,Baalc,1,1,8,4,Shared
Rmi2,Klhl41,1,1,1,0,WT_specific
Frmd4a,Egfem1,1,1,0,1,AD_specific
Gm52229,Fam228b,1,1,2,0,WT_specific
Dlec1,Dedd,1,1,0,3,AD_specific
Marchf1,3300002I08Rik,1,1,120,128,Shared
Galnt14,Armc2,1,0,1,0,WT_specific
Megf11,Htr5b,1,1,0,1,AD_specific
Cdkal1,Atp11a,1,1,3,0,WT_specific
Gm51464,Fuca1,1,1,2,6,Shared
Mfsd4a,Maco1,1,1,0,1,AD_specific
Gjc3,Apex2,1,1,4,0,WT_specific
Vti1a,Stk3,1,1,5,0,WT_specific
Dnajb4,Aak1,1,0,1,0,WT_specific
St8sia4,Clasp1,1,1,0,13,AD_specific
Lhx5,Gm38510,1,1,0,1,AD_specific
Wdr31,Psg23,1,1,0,1,AD_specific
Uhrf1bp1l,Tlcd5,1,1,3,0,WT_specific
Gm32856,Gm20939,1,1,4,1,Shared
Zfp202,Akap7,1,1,1,0,WT_specific
Pwwp2a,Hhex,1,1,1,0,WT_specific
B230307C23Rik,Ak4,1,1,19,0,WT_specific
Tafa4,F830016B08Rik,1,1,373,529,Shared
Zfp462,Ap1s3,1,1,1,0,WT_specific
Ryr2,Nvl,1,1,2,0,WT_specific
Tmem45b,Nfyc,1,1,0,10,AD_specific
Ttf1,Fgf13,1,1,10,0,WT_specific
Zfp937,Ctbp2,1,1,1,0,WT_specific
Gmeb2,Ap3b1,1,1,3,0,WT_specific
Hecw1,Dsg2,1,0,1,0,WT_specific
Frmd3,Dkk1,1,1,0,3,AD_specific
Marchf1,LOC115489981,1,1,93,102,Shared
Nars2,Hmgcll1,1,1,17,0,WT_specific
Gpatch2,Fcamr,1,1,0,1,AD_specific
Prxl2c,Lsm11,1,1,0,1,AD_specific
Duxbl1,Dmtf1,1,1,0,16,AD_specific
Tmem203,Gcnt7,0,1,0,3,AD_specific
Slc25a40,Cacna2d1,1,1,318,563,Shared
Lzts3,Dhrs3,1,1,0,5,AD_specific
Tmem245,Apobec3,1,1,1,0,WT_specific
Tmem245,Fam76b,1,1,1,0,WT_specific
Rngtt,Gm21319,1,1,1,0,WT_specific
Sox6,Kif26b,1,1,0,2,AD_specific
Mob3b,D430041D05Rik,1,1,1,0,WT_specific
Rabgap1l,Prdm2,1,1,1,0,WT_specific
